,Event times,Fitted stations,Moveout intercept,Moveout slope (s/km),Event?,
367,2011-07-01T18:02:41.219900Z,3,1.185617875,-0.712482122,,
368,2011-07-01T18:08:10.369900Z,4,4.014512032,-0.693833276,,
369,2011-07-01T18:23:52.889900Z,4,-62.62809629,0.339718434,,
370,2011-07-01T18:36:38.149900Z,6,-2.070026498,0.115967718,,
371,2011-07-01T18:38:35.519900Z,3,-3.737718568,0.084006302,,
372,2011-07-01T18:44:34.129900Z,4,-81.44154907,1.925859382,,
373,2011-07-01T19:25:45.099900Z,4,-16.54096139,0.089514818,Y,
374,2011-07-01T19:41:23.469900Z,3,-86.35510959,1.687101486,,
375,2011-07-01T21:34:40.039900Z,3,-14.3455442,0.136236831,,
376,2011-07-01T22:02:42.849900Z,5,-3.336289021,0.43460789,,
377,2011-07-01T22:28:36.049900Z,4,-81.30382584,-0.790719267,,
378,2011-07-01T22:43:27.899900Z,6,-8.743599216,-0.83545095,Y,
379,2011-07-01T22:52:49.459900Z,7,-0.172061151,0.125631382,Y,
380,2011-07-01T23:17:32.559900Z,4,4.721578881,-0.169982722,,
381,2011-07-01T23:21:10.445000Z,8,-4.840580958,0.325737483,,
382,2011-07-01T23:27:26.989900Z,6,7.296091401,-0.489124162,,
383,2011-07-01T23:30:06.569900Z,8,-6.438408418,0.785529432,Y,
384,2011-07-01T23:41:38.959900Z,3,-81.66134678,0.438727224,,
385,2011-07-02T00:31:24.619900Z,4,-84.01663442,-0.738227668,,
386,2011-07-02T02:17:55.329900Z,3,63.12504582,0.016412412,,
387,2011-07-02T02:54:58.959900Z,3,-52.01457437,-0.179667002,,
388,2011-07-02T03:24:48.669900Z,6,1.515393377,0.215235792,Y,
389,2011-07-02T03:30:27.349900Z,6,4.047352686,-0.586951443,,
390,2011-07-02T03:59:12.504800Z,3,11.69413768,-0.676213661,,
391,2011-07-02T04:28:23.142900Z,4,-0.020347133,-0.098463522,,
392,2011-07-02T05:27:09.032900Z,6,1.257323095,0.143044551,,
393,2011-07-02T05:50:28.702900Z,3,-119.4206711,14.86795464,,
394,2011-07-02T06:37:20.425500Z,3,-1.701436955,-0.99179478,,
395,2011-07-02T07:09:18.154800Z,5,-5.632661427,0.417442154,,
396,2011-07-02T07:52:12.514800Z,6,2.060859982,-0.18669523,,
397,2011-07-02T08:17:22.582900Z,6,-4.281892021,0.322392365,,
398,2011-07-02T08:54:02.464800Z,7,-3.384190483,0.472077599,,
399,2011-07-02T09:28:10.544800Z,3,1.154502487,-0.704368486,,
400,2011-07-02T09:32:18.042900Z,4,-0.889308955,0.463678911,,
401,2011-07-02T10:08:02.270000Z,4,-90.73153711,-0.375265197,,
402,2011-07-02T10:32:43.479900Z,6,-0.207997069,-0.18241808,,
403,2011-07-02T10:38:06.249900Z,8,-0.66870165,0.517883689,Y,
404,2011-07-02T11:05:05.379900Z,6,-1.395488403,0.915814448,Y,
405,2011-07-02T11:17:43.099900Z,3,-90.8474188,10.48879845,,
406,2011-07-02T11:36:59.999900Z,3,-21.17148196,-0.164985825,,
407,2011-07-02T11:42:06.610000Z,3,-134.668556,16.24382869,,
408,2011-07-02T11:50:35.728400Z,8,-35.59537015,-0.066220056,,
409,2011-07-02T12:30:24.789900Z,5,-1.337488117,0.27619769,,
410,2011-07-02T12:58:00.449900Z,3,-11.04991276,1.710296729,,
411,2011-07-02T13:14:23.829900Z,4,-3.119922382,0.364245328,,
412,2011-07-02T13:59:06.280000Z,4,-8.109078945,0.675474598,,
413,2011-07-02T14:58:16.459900Z,4,6.00679527,-0.925565945,,
414,2011-07-02T15:19:13.599900Z,4,-0.689261054,0.387384798,,
415,2011-07-02T15:23:48.939900Z,4,-16.96383662,0.265736088,,
416,2011-07-02T15:47:47.979900Z,3,-162.0552272,10.85878591,,
417,2011-07-02T16:13:05.880700Z,3,-6.226650809,-0.697654035,Y,
418,2011-07-02T16:25:35.900400Z,8,0.762938797,0.112427082,Y,
419,2011-07-02T16:30:38.960700Z,6,4.019006837,-0.384215197,,
420,2011-07-02T17:08:26.490700Z,4,7.38682236,-0.309951909,,
421,2011-07-02T17:33:37.030700Z,4,15.14711318,-0.872701,,
422,2011-07-02T18:35:39.260700Z,5,4.780177416,-0.753850152,,
423,2011-07-02T18:53:16.370400Z,3,6.759336707,-0.366586893,,
424,2011-07-02T19:40:36.930700Z,7,3.568506401,-0.39362068,,
425,2011-07-02T20:12:09.370700Z,6,-0.296704227,0.203535714,,
426,2011-07-02T20:38:55.800700Z,3,-151.1461446,18.02635264,,
427,2011-07-02T20:46:17.270700Z,5,-0.439468211,-0.287695239,,
428,2011-07-02T20:54:19.800700Z,6,0.005909548,-0.014456495,,
429,2011-07-02T21:41:24.810700Z,3,-100.0020843,2.971279595,,
430,2011-07-02T22:21:54.550000Z,4,-7.947616783,-0.530186731,,
431,2011-07-02T23:05:13.870000Z,5,2.395849933,-0.174963132,,
432,2011-07-02T23:08:37.340000Z,6,-4.735457661,0.45208515,,
433,2011-07-02T23:15:15.200000Z,6,-3.556261512,0.466524843,,
434,2011-07-02T23:41:23.450000Z,4,1.58297563,-0.131805842,,
435,2011-07-02T23:57:21.330000Z,4,-2.641102026,0.317439501,,
436,2011-07-03T00:07:30.520000Z,4,1.114558229,-0.05424322,Y,
437,2011-07-03T00:52:13.110000Z,3,6.828122874,-0.557044391,,
438,2011-07-03T00:57:40.620000Z,6,75.40270418,0.070793542,Y,
439,2011-07-03T01:30:25.350000Z,4,0.482495132,-0.712725604,,
440,2011-07-03T01:47:19.440000Z,3,-61.38950081,0.842110987,,
441,2011-07-03T02:01:00.710000Z,5,32.58188958,-0.234086363,,
442,2011-07-03T02:49:28.800000Z,4,7.291802604,-0.608187229,,
443,2011-07-03T03:00:33.440000Z,5,-3.656340396,0.439448805,,
444,2011-07-03T03:08:00.620000Z,3,-162.9097458,3.036099323,,
445,2011-07-03T03:14:32.730000Z,6,0.113371424,0.182550627,,
446,2011-07-03T03:42:33.560000Z,5,-6.937063275,0.636707306,,
447,2011-07-03T05:09:45.460300Z,4,-2.974119153,0.08499454,,
448,2011-07-03T05:20:31.000300Z,4,-71.03822429,-0.320067662,,
449,2011-07-03T06:18:18.550300Z,6,-3.290064949,0.313915798,,
450,2011-07-03T06:28:49.150300Z,3,-2.972825843,0.666394942,,
451,2011-07-03T07:22:20.910300Z,6,4.087138295,-0.265452216,,
452,2011-07-03T07:25:18.520300Z,6,9.107495576,-0.600268305,,
453,2011-07-03T07:33:19.220300Z,6,-1.143960816,0.133182654,,
454,2011-07-03T07:40:30.590300Z,5,2.524412261,-0.013137964,,
455,2011-07-03T07:46:04.840300Z,5,0.517222437,0.00519236,,
456,2011-07-03T07:54:36.830300Z,4,0.314479073,-0.241730953,,
457,2011-07-03T08:04:32.210300Z,3,-6.749016655,0.618229159,,
458,2011-07-03T08:49:30.710300Z,5,1.785032269,-0.498903104,,
459,2011-07-03T09:07:19.200300Z,6,-2.261094509,0.492458866,,
460,2011-07-03T09:10:40.310300Z,3,0.315569297,0.327670288,,
461,2011-07-03T09:29:29.030300Z,4,-5.239670367,0.545577861,,
462,2011-07-03T10:09:41.600500Z,4,2.260098599,-0.039926609,Y,
463,2011-07-03T11:32:33.850600Z,6,-5.683553114,0.69757381,,
464,2011-07-03T11:39:01.360700Z,3,-70.65011856,5.960597957,,
465,2011-07-03T11:56:03.340600Z,6,-1.889788454,0.29780974,Y,
466,2011-07-03T12:16:38.540600Z,3,-50.87581145,0.212564189,,
467,2011-07-03T12:47:00.080600Z,3,-10.41326697,1.044673164,,
468,2011-07-03T14:07:44.740700Z,8,-16.51024461,0.027381227,,
469,2011-07-03T14:31:16.210600Z,5,-28.99444186,0.306151551,,
470,2011-07-03T14:38:54.950600Z,3,-66.46716658,-0.661028318,,
471,2011-07-03T14:57:39.410000Z,3,-109.4056599,13.0656129,,
472,2011-07-03T15:01:09.250700Z,6,-0.841707714,0.349927166,,
473,2011-07-03T15:05:58.700700Z,3,-1.053889341,1.038038858,,
474,2011-07-03T15:55:45.800700Z,4,-3.818070009,0.485720414,,
475,2011-07-03T16:56:34.560000Z,7,-0.732301604,0.337222684,,
476,2011-07-03T17:59:16.189900Z,5,4.21782811,-0.820638608,,
477,2011-07-03T18:18:27.809900Z,5,-0.400713982,0.188046685,,
478,2011-07-03T18:31:28.429900Z,3,-57.06366446,-0.269732459,,
479,2011-07-03T19:02:29.009900Z,4,-0.133647094,0.037938376,,
480,2011-07-03T19:46:48.709900Z,5,-0.234190221,-0.113860991,,
481,2011-07-03T20:00:59.339900Z,3,-18.56663665,-0.002025394,,
482,2011-07-03T20:32:07.229900Z,6,2.631709516,-0.221470373,Y,
483,2011-07-03T21:55:23.109900Z,3,-65.82046481,7.973814809,,
484,2011-07-03T22:34:52.099900Z,3,-66.45312567,-0.437622696,,
485,2011-07-03T22:42:32.140000Z,4,11.0957315,-0.903636207,,
486,2011-07-03T22:51:23.019900Z,5,-5.402754031,0.523921891,,
487,2011-07-03T22:57:01.589900Z,3,-66.84240215,0.223162105,,
488,2011-07-03T23:03:48.669900Z,3,-80.07581421,-0.872914929,,
489,2011-07-04T01:46:43.209900Z,5,5.435824462,-0.706415649,,
490,2011-07-04T03:11:07.839900Z,6,2.521070858,-0.252826372,,
491,2011-07-04T05:00:52.459900Z,3,-15.00721077,-0.2752575,,
492,2011-07-04T05:16:45.809900Z,3,-57.95606538,0.027190258,,
493,2011-07-04T06:21:13.929900Z,4,-2.8639198,0.636149468,,
494,2011-07-04T06:23:19.819900Z,8,0.110777915,0.382491616,Y,
495,2011-07-04T08:03:30.009900Z,4,6.284058585,-0.92746922,,
496,2011-07-04T09:47:20.239900Z,3,-72.43245419,0.550546686,,
497,2011-07-04T11:19:52.719900Z,3,5.16765778,-0.002676271,,
498,2011-07-04T11:51:19.729900Z,3,-52.09748726,0.221911977,,
499,2011-07-04T13:27:25.259900Z,4,9.645379732,-0.904325488,,
500,2011-07-04T13:55:16.359900Z,4,-4.696593285,1.512685464,,
501,2011-07-04T14:32:39.049900Z,4,-18.10539661,2.679474671,,
502,2011-07-04T15:25:17.079900Z,4,-1.988407021,0.775257365,,
503,2011-07-04T17:13:27.030000Z,3,-84.61812483,0.383170902,,
504,2011-07-04T18:31:13.000900Z,6,-2.12007217,0.080609477,,
505,2011-07-04T18:37:07.400700Z,3,-24.41862164,0.416084911,,
506,2011-07-04T19:01:56.680900Z,5,-2.281706732,0.293822696,,
507,2011-07-04T19:11:56.830600Z,3,-82.49703863,10.09922319,,
508,2011-07-04T19:29:45.340900Z,5,-1.139563148,0.127246948,,
509,2011-07-04T20:31:16.490900Z,5,-3.511555244,0.751127199,,
510,2011-07-04T20:47:15.600900Z,5,-13.388452,0.589060598,Y,
511,2011-07-04T20:56:39.025000Z,3,-68.89853879,-0.302842823,,
512,2011-07-04T20:57:52.640900Z,5,-0.654789665,0.072465892,,
513,2011-07-04T21:27:44.530900Z,4,-4.215810494,0.135266769,,
514,2011-07-04T21:53:09.320000Z,3,-81.62134,9.696716782,,
515,2011-07-04T22:01:04.720300Z,3,49.9134898,0.301587221,,
516,2011-07-04T22:19:40.140300Z,6,-3.316264602,0.341265051,,
517,2011-07-04T22:24:13.030300Z,5,-0.752183786,0.173026892,,
518,2011-07-04T23:43:43.130300Z,3,-186.237284,22.83310227,,
519,2011-07-05T01:05:43.210000Z,3,20.31266316,0.803588975,,
520,2011-07-05T02:20:57.680100Z,3,-58.23391542,-0.512790033,,
521,2011-07-05T02:31:21.940100Z,3,55.02284531,0.125366282,,
522,2011-07-05T03:48:34.200300Z,4,7.445127825,-0.320585436,,
523,2011-07-05T04:22:44.940000Z,3,-16.56205439,4.200453477,Y,
524,2011-07-05T05:36:00.919900Z,6,-4.115997158,0.899415286,,
525,2011-07-05T06:13:18.530000Z,3,-14.25789365,0.239831636,,
526,2011-07-05T06:23:57.809900Z,6,-3.414927661,0.903942084,,
527,2011-07-05T06:40:56.889900Z,5,4.191061872,-0.385152111,,
528,2011-07-05T08:03:22.709900Z,5,-4.479606554,0.560892667,,
529,2011-07-05T09:13:43.699900Z,5,1.711337967,-0.005651348,,
530,2011-07-05T10:09:05.539900Z,3,-5.029492071,-0.138529396,,
531,2011-07-05T10:24:38.849900Z,5,5.725250782,-0.957967521,,
532,2011-07-05T12:03:29.798400Z,6,-5.353657388,0.550631728,,
533,2011-07-05T12:51:21.249900Z,6,-5.449078418,0.574199965,,
534,2011-07-05T13:03:48.489900Z,3,5.941397602,-0.322405068,,
535,2011-07-05T13:21:07.839900Z,5,4.706356221,-0.414478137,,
536,2011-07-05T14:35:36.479900Z,3,-82.90180254,-0.669636516,,
537,2011-07-05T15:36:16.479900Z,4,-89.43579285,0.976945531,,
538,2011-07-05T15:55:28.489900Z,6,-3.963877478,0.586009404,,
539,2011-07-05T16:41:39.170000Z,3,-57.31224171,-0.038561482,,
540,2011-07-05T16:46:39.960000Z,3,-5.070822931,1.06052575,,
541,2011-07-05T17:11:25.940000Z,4,-3.116237514,0.020648605,,
542,2011-07-05T18:22:18.190000Z,5,-10.38843465,1.205019584,Y,
543,2011-07-05T19:15:53.360000Z,3,70.24259625,-0.63241239,,
544,2011-07-05T20:32:06.990000Z,6,1.860777389,-0.370942658,,
545,2011-07-05T20:53:51.400000Z,6,4.907709012,-0.20457052,,
546,2011-07-05T21:09:13.990000Z,6,1.042792896,-0.146141594,,
547,2011-07-05T22:33:50.540000Z,5,0.379678325,-0.629949295,,
548,2011-07-05T22:36:17.310000Z,5,52.72489326,0.423111098,,
549,2011-07-05T22:41:34.720000Z,6,-3.556557936,-0.259191621,,
550,2011-07-05T23:47:23.270000Z,3,-89.82466792,10.46867829,,
551,2011-07-06T00:26:21.760000Z,3,-103.2008591,12.66930511,,
552,2011-07-06T00:36:27.370000Z,5,2.976040435,-0.277622493,,
553,2011-07-06T01:08:40.410000Z,4,-93.71842064,-0.03577273,,
554,2011-07-06T02:05:54.890000Z,4,-45.42143567,-0.397838304,,
555,2011-07-06T02:10:09.570000Z,6,-0.705851173,0.287024189,,
556,2011-07-06T02:23:21.410000Z,4,-3.700890564,0.374496288,,
557,2011-07-06T03:12:44.140000Z,7,5.017864493,-0.620007734,,
558,2011-07-06T03:13:53.230000Z,4,-79.64470002,1.171625415,,
559,2011-07-06T03:37:58.160000Z,4,0.934669575,-0.406392126,,
560,2011-07-06T03:49:16.010000Z,7,-4.349201885,0.255949182,,
561,2011-07-06T04:52:31.219900Z,3,-12.28978065,0.039697261,,
562,2011-07-06T05:32:23.589900Z,3,-121.1672469,1.544991795,,
563,2011-07-06T06:03:31.969900Z,3,-49.13766791,-0.226687963,,
564,2011-07-06T06:10:26.749900Z,4,-0.7639321,0.093049565,,
565,2011-07-06T06:41:38.139900Z,6,1.74205703,-0.169765961,,
566,2011-07-06T07:31:59.729900Z,4,-7.905926676,1.171207283,,
567,2011-07-06T07:35:23.669900Z,3,-17.51912693,-0.904064058,,
568,2011-07-06T07:51:52.629900Z,6,0.09280429,0.048148801,,
569,2011-07-06T07:55:18.229900Z,4,-0.241885355,-0.043667602,,
570,2011-07-06T08:07:16.589900Z,3,-113.9927701,-0.904023921,,
571,2011-07-06T10:21:03.419100Z,4,-0.617118232,0.0905012,,
572,2011-07-06T10:32:17.780900Z,3,6.736396643,-0.865784894,,
573,2011-07-06T10:42:23.829100Z,4,-3.394948838,0.314991271,,
574,2011-07-06T10:44:37.125700Z,3,-12.22009874,1.738133781,,
575,2011-07-06T11:30:18.045700Z,5,-1.80026228,0.174950159,,
576,2011-07-06T12:30:01.930900Z,4,-2.540208338,0.338017699,,
577,2011-07-06T12:41:55.295700Z,3,-1.186945444,-0.105820504,,
578,2011-07-06T12:48:39.359100Z,4,-96.10675665,1.50081374,,
579,2011-07-06T13:58:41.380900Z,5,-9.785841309,1.393062667,,
580,2011-07-06T14:04:46.020900Z,4,-1.91275816,0.193408617,,
581,2011-07-06T14:06:40.799100Z,3,-2.454769983,1.107356511,,
582,2011-07-06T15:23:58.090900Z,3,-135.38718,17.32527677,,
583,2011-07-06T15:25:48.440000Z,3,-44.14599496,12.79032371,,
584,2011-07-06T15:46:01.900900Z,4,-3.256552372,0.390005527,,
585,2011-07-06T15:54:21.369100Z,4,2.505692759,-0.703524536,,
586,2011-07-06T16:23:27.088400Z,3,12.61949355,-0.700669692,Y,
587,2011-07-06T16:34:40.340800Z,7,-4.646683805,0.811213878,Y,
588,2011-07-06T17:15:30.320800Z,4,-2.042829822,0.243940573,,
589,2011-07-06T17:53:40.250700Z,7,-1.034318802,0.127521519,Y,
590,2011-07-06T18:04:26.910700Z,7,-0.100709932,0.13211424,,
591,2011-07-06T19:00:36.650500Z,3,-26.32640111,0.675010006,,
592,2011-07-06T19:16:18.655000Z,10,-2.517736431,0.079684399,,
593,2011-07-06T19:33:52.260500Z,6,0.791251441,-0.399358779,,
594,2011-07-06T19:43:22.085000Z,4,-72.62084043,-0.844342407,,
595,2011-07-06T19:45:46.230800Z,3,-88.03477606,0.344772529,,
596,2011-07-06T19:53:58.990800Z,4,-3.881293206,0.243202468,,
597,2011-07-06T20:00:53.830800Z,3,-3.41695798,0.826343523,,
598,2011-07-06T20:11:31.300500Z,4,11.11569716,-0.854434998,,
599,2011-07-06T20:13:27.610700Z,3,-162.6745899,17.69469862,,
600,2011-07-06T20:38:59.000700Z,3,69.11214907,0.493265375,,
601,2011-07-06T20:41:12.580800Z,4,-64.59743405,0.537155543,,
602,2011-07-06T21:15:50.150500Z,4,0.414038046,-0.333546033,,
603,2011-07-06T21:34:18.830600Z,6,-3.57025097,0.358715595,,
604,2011-07-06T21:40:02.280500Z,5,-1.33253999,-0.131980299,,
605,2011-07-06T21:43:58.140500Z,4,-2.867838222,0.274001898,,
606,2011-07-06T22:11:25.260700Z,3,-45.47231558,-0.616891047,,
607,2011-07-06T22:23:51.420600Z,4,16.64387252,0.282071951,Y,
608,2011-07-06T22:45:12.890700Z,5,-0.297169136,0.122103794,,
609,2011-07-06T22:51:36.390300Z,6,-5.103816539,0.412399843,,
610,2011-07-06T23:14:13.320700Z,3,-26.35197048,1.023350818,,
611,2011-07-06T23:20:59.100300Z,3,-40.48523498,-0.530639533,,
612,2011-07-07T01:16:05.080700Z,4,-3.741268456,0.257344623,,
613,2011-07-07T01:27:52.390700Z,5,-2.188264268,0.017409853,,
614,2011-07-07T02:29:54.110700Z,4,8.788184885,-0.838869627,,
615,2011-07-07T02:41:28.980600Z,4,0.58896508,-0.164376286,,
616,2011-07-07T02:56:17.210600Z,6,0.265536912,-0.046103067,,
617,2011-07-07T03:08:34.870700Z,6,-2.564904039,0.393235532,,
618,2011-07-07T03:17:55.670700Z,6,-1.551327656,0.220600138,,
619,2011-07-07T03:56:48.720700Z,6,0.618531943,-0.196484634,,
620,2011-07-07T04:14:57.439900Z,6,1.108088442,-0.093241161,,
621,2011-07-07T05:29:41.160000Z,4,-3.868303304,0.089670392,,
622,2011-07-07T05:31:04.279900Z,3,-87.38802814,0.180566657,,
623,2011-07-07T05:55:23.619900Z,5,-4.909536569,0.489984379,,
624,2011-07-07T06:31:01.909900Z,3,-13.1951312,-0.516923052,,
625,2011-07-07T07:12:01.319900Z,4,2.385206244,-0.086674936,,
626,2011-07-07T07:39:41.139900Z,4,-0.3411404,0.348263185,,
627,2011-07-07T07:57:17.220000Z,3,-100.8145045,11.99135931,,
628,2011-07-07T09:04:43.829900Z,4,-3.921018003,0.241139913,,
629,2011-07-07T09:45:25.409900Z,5,-1.916981913,0.15514754,,
630,2011-07-07T09:49:46.309900Z,3,-17.79368518,0.444133749,,
